# not necessarily q              
FeI   1934.5351 0.0111     2.55E7
FeI   1875.158  0.00874   1.659E7
FeI   1851.690  0.0222    5.558E7
FeII  2600.1724835 0.2394  2.70e8
FeII  2586.6495659 0.06913 2.72E8
FeII  2382.7641781  0.320  3.13E8
FeII  2374.4603294 0.0313  3.09E8
FeII  2367.5895925 2.16e-5 3.07e8
FeII  2344.2129601 0.1142 2.680e8
FeII  2260.7805 0.00244    2.58e8
FeII  2234.4472 2.52e-5    2.75e8
FeII  2249.8768 0.001821   3.31e8
FeII  1901.7730 7.0e-5     1.61E5
FeII  1611.20034 1.38e-3   2.86e8
FeII  1608.45085 0.0577    2.74e8
FeII  1588.6876 1.48e-4    4.89e5
FeII  1260.533 0.024000    1.26E8
FeII  1144.9379 0.0830    3.520E8
FeII  1143.2260  0.0192    9.81e7
FeII  1142.3656 0.00401    2.56e7
FeII  1133.6654  4.72e-3   3.06e7
FeII  1127.0984 1.12e-3    5.89e6
FeII  1125.4477  0.016    1.03E8
FeII  1121.9748 0.0202     1.92e8
FeII  1112.0480  0.00446  2.000E7
FeII  1106.3596 3.94e-4    2.15e6
FeII  1096.8769 0.032700  2.260E8
FeII  1083.4204 0.002800  2.000E8
FeII  1081.8748 0.012600  2.000E8
FeII  1063.9718 0.00475    3.50e7
FeII  1063.1764  0.054700  3.23E8
FeII  1062.1517  0.002910  1.72e7
FeII  1055.2617  0.00615   4.61e7
FeIII 1214.562 2.39e-4     1.39e6
FeIII 1122.524 0.05440     3.70e8
FeIII  859.726  0.12        1.00e8
FeIII  858.604  0.018      1.00e8
FeIII  844.284  0.070      1.00e8
CoII  2059.4756 0.00751    2.78e8
CoII  2026.4122 0.0125     3.03e8
CoII  2012.1664 0.0368     3.45e8
CoII  1941.2852 0.0340     4.35e8
CoII  1574.5508 0.0250     6.73e7
CoII  1572.6489 0.0120     4.16e7
CoII  1552.7624 0.0116     3.21e7
CoII  1480.9546  0.0119    4.65e7
CoII  1466.2110  0.0310    3.78e7
CoII  1424.7866  0.0109    3.58e7
NiI   2320.7468 0.685      6.94E8
NiI   2311.669 0.376500   4.700E8
NiII  1751.9157 0.027700   3.70E8
NiII  1741.5531 0.042700   5.00E8
NiII  1709.6042 0.0324     4.35e8
